7919    1451.000        .000        .500       -.402        .000        .464
8009     716.000       1.000        .680       -.933        .000        .522
8150     868.000       1.000        .670       -.057        .000        .312
8165    1346.000       1.000        .600       -.370        .000        .315
8175    1016.000        .000        .420       1.033       1.000       -.166
8188    1896.000        .000        .250       1.695        .000        .145
8193     106.000       1.000       1.000      -1.186        .000       -.171
8202    1436.000        .000        .390       1.373        .000        .092
8357    2070.000        .000        .500        .244        .000       -.101
8367     153.000        .000        .000       1.793        .000        .032
8477    1400.000        .000        .240       -.001        .000       -.190
8531    2190.000        .000        .580        .132        .000        .414
8627    2452.000        .000        .250        .742        .000        .111
8628     652.000       1.000        .660       -.367        .000       -.134
8707    1133.000        .000        .480       1.542        .000        .161
8775     667.000        .000        .280       1.783        .000       -.334
8800     296.000       1.000        .300      -1.142       1.000       -.703
8854     745.000        .000        .180       -.228        .000       -.751
8857    1069.000       1.000        .650      -1.718       1.000        .523
8874    2650.000        .000        .200       1.742        .000       -.335
8946     204.000        .000        .440        .335        .000       -.345
8983    1061.000        .000        .270        .079        .000       -.288
9021     472.000       1.000        .820       -.817        .000        .633
9104    1299.000       1.000        .970       -.718        .000        .749
9158     822.000        .000        .430        .735        .000       -.396
9198     833.000       1.000        .970      -1.225        .000        .498
9225    1951.000        .000        .560        .048        .000        .259
9292    2350.000        .000        .130       2.043       1.000       -.588
9340     257.000        .000        .470        .274        .000       -.391
9347    1067.000       1.000        .580       -.905        .000        .218
9359    1184.000       1.000        .690       -.475        .000        .360
9397    1314.000        .000        .440       -.231        .000        .140
9508    1119.000       1.000        .520      -1.138        .000       -.132
9550    1532.000        .000        .450        .791        .000        .059
9586     262.000       1.000       1.000      -2.416        .000        .627
